index,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time,arrival_delay_bucket
546,flightstats,UA-2830-MCO-CLT,03:27 PM,03:28 PM,05:05 PM,05:17 PM,on_time
547,flightstats,CO-58-DEN-IAH,11:25 AM,11:32 AM,02:50 PM,03:31 PM,late
548,flightstats,AA-204-LAX-MCO,11:25 PM,11:29 PM,06:55 AM,06:35 AM,on_time
549,flightstats,UA-414-LAX-SFO,06:00 AM,05:56 AM,07:23 AM,07:17 AM,early
550,flightstats,CO-1614-LAX-IAH,12:30 AM,12:41 AM,05:35 AM,05:26 AM,early
551,flightstats,UA-2726-FLL-PHL,04:00 PM,03:58 PM,06:46 PM,06:28 PM,early
552,flightstats,CO-52-IAH-LAX,07:35 AM,07:29 AM,09:21 AM,09:14 AM,early
553,flightstats,CO-1090-BOS-IAH,09:45 AM,10:19 AM,01:16 PM,01:19 PM,on_time
554,flightstats,AA-3468-CVG-MIA,07:00 AM,07:25 AM,09:55 AM,09:45 AM,early
555,flightstats,UA-3515-IAD-MSP,08:15 AM,08:12 AM,10:06 AM,09:56 AM,early
556,flightstats,AA-484-DFW-MIA,04:15 PM,04:29 PM,07:55 PM,07:39 PM,early
557,flightstats,AA-616-DFW-DTW,09:05 AM,10:10 AM,12:35 PM,01:27 PM,late
558,flightstats,CO-62-IAH-EWR,02:30 PM,02:48 PM,07:03 PM,07:10 PM,on_time
559,flightstats,CO-63-EWR-IAH,05:25 PM,05:22 PM,08:22 PM,08:03 PM,early
560,flightstats,AA-446-DFW-PHL,11:50 AM,12:12 PM,03:50 PM,04:09 PM,late
561,flightstats,CO-1023-IAH-DEN,11:40 AM,11:56 AM,01:17 PM,01:14 PM,on_time
562,flightstats,AA-466-IAH-MIA,06:00 AM,06:08 AM,09:20 AM,09:05 AM,early
563,flightstats,UA-3050-PHX-CLT,11:05 AM,11:30 AM,04:57 PM,05:05 PM,on_time
564,flightstats,CO-89-IAH-EWR,06:00 AM,06:02 AM,10:20 AM,10:27 AM,on_time
565,flightstats,CO-1088-CLE-IAH,08:40 AM,08:40 AM,10:54 AM,10:56 AM,on_time
566,flightstats,AA-2957-DFW-CVG,07:55 AM,08:04 AM,11:05 AM,11:01 AM,on_time
567,flightstats,AA-1664-MIA-ATL,10:15 AM,10:18 AM,12:10 PM,11:56 AM,early
568,flightstats,AA-3979-CVG-ORD,07:30 AM,08:04 AM,08:00 AM,08:06 AM,on_time
569,flightstats,AA-1279-DFW-PHX,01:00 PM,02:04 PM,02:35 PM,03:20 PM,late
570,flightstats,AA-404-MIA-MCO,06:45 AM,06:57 AM,07:45 AM,07:40 AM,early
571,flightstats,AA-3756-ORD-SLC,12:15 PM,12:41 PM,02:45 PM,02:50 PM,on_time
572,flightstats,UA-382-IAD-LAX,12:30 PM,12:35 PM,03:19 PM,03:21 PM,on_time
573,flightstats,UA-2945-PHL-CLT,12:00 PM,11:51 AM,01:45 PM,01:15 PM,early
574,flightstats,CO-47-IAH-LAX,07:10 PM,08:25 PM,08:56 PM,09:52 PM,late
575,flightstats,AA-271-MIA-LAX,11:35 AM,11:52 AM,02:25 PM,02:27 PM,on_time
576,flightstats,AA-2050-ORD-MIA,10:40 AM,11:05 AM,02:45 PM,02:46 PM,on_time
577,flightstats,UA-248-PHX-ORD,12:57 PM,01:32 PM,05:15 PM,05:34 PM,late
578,flightstats,AA-4330-CVG-ORD,03:35 PM,03:36 PM,04:00 PM,03:33 PM,early
579,flightstats,AA-1434-DFW-MCO,07:15 AM,07:21 AM,10:35 AM,10:36 AM,on_time
580,flightstats,CO-1561-PHX-IAH,08:05 AM,08:00 AM,11:35 AM,11:32 AM,on_time
581,flightstats,AA-4307-ORD-DTW,06:45 PM,06:55 PM,09:10 PM,08:53 PM,early
582,flightstats,AA-3-JFK-LAX,12:00 PM,12:11 PM,03:15 PM,03:16 PM,on_time
583,flightstats,CO-1694-LAX-IAH,07:15 PM,07:15 PM,12:21 AM,12:21 AM,on_time
584,flightstats,UA-843-LAX-ORD,01:55 PM,02:10 PM,07:53 PM,07:58 PM,on_time
585,flightstats,CO-1193-EWR-MCO,09:15 AM,09:14 AM,12:18 PM,12:09 PM,early
586,flightstats,AA-3842-MSP-ORD,06:00 AM,06:56 AM,07:30 AM,07:51 AM,late
587,flightstats,AA-643-MIA-ORD,07:10 AM,07:30 AM,09:35 AM,09:31 AM,on_time
588,flightstats,AA-1007-MIA-PHX,04:55 PM,05:08 PM,08:05 PM,07:55 PM,early
589,flightstats,AA-2525-DFW-MIA,07:25 AM,07:39 AM,11:10 AM,11:06 AM,on_time
590,flightstats,UA-2906-PHL-MCO,03:50 PM,04:28 PM,06:23 PM,06:38 PM,on_time
591,flightstats,UA-938-DEN-ORD,04:16 PM,04:15 PM,07:35 PM,07:36 PM,on_time
592,flightstats,AA-1221-MCO-ORD,08:00 PM,08:23 PM,09:45 PM,09:53 PM,on_time
593,flightstats,CO-16-LAX-EWR,10:25 AM,10:20 AM,06:44 PM,06:34 PM,early
594,flightstats,UA-2515-DFW-CLT,07:05 AM,07:07 AM,10:31 AM,10:47 AM,late
595,flightstats,AA-400-DFW-JFK,10:40 AM,11:01 AM,02:59 PM,03:04 PM,on_time
596,flightstats,UA-664-ORD-PHL,01:33 PM,01:31 PM,04:31 PM,04:23 PM,early
597,flightstats,UA-37-EWR-MCO,01:29 PM,01:48 PM,04:17 PM,04:17 PM,on_time
598,flightstats,AA-1522-SFO-ORD,11:55 PM,12:10 AM,05:50 AM,05:42 AM,on_time
599,flightstats,UA-233-LAX-JFK,04:25 PM,04:28 PM,12:29 AM,12:01 AM,on_time
600,flightstats,AA-3823-LAX-DEN,09:00 PM,09:06 PM,12:15 AM,11:49 PM,on_time
601,flightstats,AA-2312-DFW-DTW,08:25 PM,08:29 PM,11:50 PM,11:35 PM,on_time
602,flightstats,UA-2314-ATL-PHL,02:55 PM,02:46 PM,05:00 PM,04:47 PM,early
603,flightstats,AA-1165-JFK-MIA,06:59 AM,07:22 AM,10:34 AM,10:04 AM,early
604,flightstats,AA-431-MIA-SFO,08:35 AM,08:51 AM,11:50 AM,11:44 AM,early
605,flightstats,UA-257-JFK-SFO,02:30 PM,02:26 PM,06:15 PM,05:42 PM,early
606,flightstats,UA-3373-IAD-PHL,08:29 AM,08:26 AM,09:24 AM,09:13 AM,early
607,flightstats,CO-1250-MIA-IAH,02:53 PM,03:01 PM,04:48 PM,04:59 PM,on_time
608,flightstats,UA-828-SFO-ORD,11:08 PM,11:08 PM,05:11 AM,05:11 AM,on_time
609,flightstats,CO-4888-IAH-DAL,05:30 PM,05:30 PM,06:40 PM,06:40 PM,on_time
610,flightstats,UA-2704-DTW-PHX,11:15 AM,11:15 AM,01:40 PM,02:00 PM,late
611,flightstats,AA-3063-SLC-LAX,08:20 PM,08:39 PM,09:20 PM,09:19 PM,on_time
612,flightstats,UA-2708-EWR-CLT,02:55 PM,02:52 PM,04:53 PM,04:44 PM,early
613,flightstats,UA-62-IAH-EWR,02:30 PM,02:48 PM,07:03 PM,07:10 PM,on_time
614,flightstats,AA-3804-PHL-ORD,02:35 PM,02:44 PM,04:05 PM,03:43 PM,early
615,flightstats,AA-1917-JFK-MCO,02:55 PM,03:27 PM,05:55 PM,05:43 PM,early
616,flightstats,AA-2268-PHX-ORD,07:15 AM,07:22 AM,11:35 AM,11:06 AM,early
617,flightstats,AA-4277-CVG-JFK,12:10 PM,12:10 PM,02:15 PM,01:43 PM,early
618,flightstats,AA-789-ORD-DEN,01:05 PM,01:19 PM,02:35 PM,03:13 PM,late
619,flightstats,UA-854-SFO-IAH,07:53 AM,07:49 AM,01:39 PM,01:30 PM,early
620,flightstats,AA-415-BOS-ORD,08:35 AM,08:56 AM,10:40 AM,10:16 AM,early
621,flightstats,AA-85-JFK-SFO,03:05 PM,03:36 PM,06:30 PM,06:43 PM,on_time
622,flightstats,AA-3786-IAH-ORD,04:00 PM,04:12 PM,06:40 PM,06:15 PM,early
623,flightstats,AA-222-LAX-BOS,07:10 AM,07:31 AM,03:30 PM,03:14 PM,early
624,flightstats,CO-50-CLE-EWR,02:55 PM,03:31 PM,04:49 PM,05:26 PM,late
625,flightstats,UA-3099-PHX-PHL,11:55 AM,11:43 AM,06:17 PM,05:38 PM,early
626,flightstats,AA-4198-ORD-CLE,10:40 AM,10:54 AM,12:55 PM,12:50 PM,early
627,flightstats,CO-45-EWR-MIA,04:00 PM,03:58 PM,07:05 PM,06:36 PM,early
628,flightstats,AA-3809-PHX-LAX,06:00 AM,06:10 AM,06:40 AM,06:19 AM,early
629,flightstats,AA-59-JFK-SFO,07:10 AM,07:39 AM,10:45 AM,11:12 AM,late
630,panynj,AA-3859-IAH-ORD,07:10 AM,07:16 AM,09:40 AM,09:22 AM,early
631,panynj,CO-1586-IAH-MCO,07:42 PM,07:42 PM,10:29 PM,10:29 PM,on_time
632,panynj,AA-518-MIA-JFK,06:40 AM,06:54 AM,09:25 AM,09:28 AM,on_time
633,panynj,UA-397-JFK-SFO,08:00 AM,08:49 AM,11:55 AM,11:58 AM,on_time
634,panynj,UA-3925-IAD-ORF,09:01 AM,09:01 AM,09:43 AM,09:43 AM,early
635,panynj,AA-1733-ORD-PHX,07:45 PM,07:59 PM,10:30 PM,10:30 PM,on_time
636,panynj,AA-3-JFK-LAX,12:00 PM,12:12 PM,03:15 PM,03:16 PM,on_time
637,panynj,UA-2830-MCO-CLT,03:27 PM,03:50 PM,05:05 PM,05:17 PM,on_time
638,panynj,CO-58-DEN-IAH,12:37 PM,12:37 PM,03:31 PM,03:31 PM,late
639,panynj,UA-5487-SFO-MRY,10:53 AM,10:53 AM,11:21 AM,11:21 AM,on_time
640,panynj,AA-204-LAX-MCO,11:25 PM,11:25 PM,06:55 AM,06:55 AM,on_time
641,panynj,UA-414-LAX-SFO,06:10 AM,06:10 AM,07:17 AM,07:17 AM,early
642,panynj,CO-1614-LAX-IAH,12:58 AM,12:58 AM,05:26 AM,05:26 AM,early
643,panynj,UA-2726-FLL-PHL,04:00 PM,04:10 PM,06:46 PM,06:25 PM,early
644,panynj,CO-52-IAH-LAX,07:56 AM,07:56 AM,09:09 AM,09:09 AM,early
645,panynj,CO-1090-BOS-IAH,10:35 AM,10:35 AM,01:19 PM,01:19 PM,on_time
646,panynj,AA-616-DFW-DTW,09:05 AM,10:11 AM,12:35 PM,01:18 PM,late
647,panynj,UA-3515-IAD-MSP,08:26 AM,08:26 AM,09:56 AM,09:56 AM,early
648,panynj,AA-3468-CVG-MIA,07:00 AM,07:25 AM,09:55 AM,09:45 AM,early
649,panynj,AA-484-DFW-MIA,04:15 PM,04:30 PM,07:55 PM,07:39 PM,early
650,panynj,AA-1886-BOS-MIA,10:55 AM,10:55 AM,01:40 PM,01:40 PM,early
651,panynj,CO-62-IAH-EWR,02:59 PM,02:59 PM,07:10 PM,07:10 PM,on_time
652,panynj,CO-1561-PHX-IAH,08:18 AM,08:18 AM,11:32 AM,11:32 AM,on_time
653,panynj,UA-2314-ATL-PHL,03:04 PM,03:04 PM,05:00 PM,05:00 PM,early
654,panynj,AA-446-DFW-PHL,11:50 AM,12:13 PM,03:50 PM,04:09 PM,late
655,panynj,CO-1023-IAH-DEN,12:06 PM,12:06 PM,01:14 PM,01:14 PM,on_time
656,panynj,AA-466-IAH-MIA,06:00 AM,06:09 AM,09:20 AM,09:05 AM,early
657,panynj,UA-3050-PHX-CLT,11:05 AM,11:45 AM,04:57 PM,05:03 PM,on_time
658,panynj,CO-89-IAH-EWR,06:17 AM,06:17 AM,10:27 AM,10:27 AM,on_time
659,panynj,CO-1088-CLE-IAH,09:01 AM,09:01 AM,10:56 AM,10:56 AM,on_time
660,panynj,AA-1664-MIA-ATL,10:15 AM,10:19 AM,12:10 PM,11:50 AM,early
661,panynj,AA-1279-DFW-PHX,01:00 PM,02:04 PM,02:35 PM,03:19 PM,late
662,panynj,UA-854-SFO-IAH,08:07 AM,08:07 AM,01:30 PM,01:30 PM,early
663,panynj,UA-382-IAD-LAX,12:56 PM,12:56 PM,03:21 PM,03:21 PM,on_time
664,panynj,AA-4344-ORD-DTW,12:14 PM,12:14 PM,02:01 PM,02:01 PM,on_time
665,panynj,UA-257-JFK-SFO,02:30 PM,02:43 PM,06:15 PM,05:42 PM,early
666,panynj,UA-2945-PHL-CLT,12:00 PM,12:08 PM,01:45 PM,01:14 PM,early
667,panynj,CO-63-EWR-IAH,05:38 PM,05:38 PM,08:03 PM,08:03 PM,early
668,panynj,CO-47-IAH-LAX,08:36 PM,08:36 PM,09:38 PM,09:38 PM,late
669,panynj,AA-2050-ORD-MIA,10:40 AM,11:06 AM,02:45 PM,02:46 PM,on_time
670,panynj,UA-248-PHX-ORD,01:43 PM,01:43 PM,05:34 PM,05:34 PM,late
671,panynj,AA-4330-CVG-ORD,03:36 PM,03:36 PM,03:25 PM,03:25 PM,early
672,panynj,AA-1434-DFW-MCO,07:15 AM,07:22 AM,10:35 AM,10:29 AM,on_time
673,panynj,AA-1640-MIA-MCO,06:30 PM,06:30 PM,07:25 PM,07:25 PM,on_time
674,panynj,AA-4307-ORD-DTW,06:45 PM,06:56 PM,09:10 PM,08:43 PM,early
675,panynj,CO-1694-LAX-IAH,07:15 PM,07:15 PM,12:21 AM,12:21 AM,on_time
676,panynj,UA-843-LAX-ORD,02:38 PM,02:38 PM,07:58 PM,07:58 PM,on_time
677,panynj,CO-1193-EWR-MCO,09:15 AM,09:58 AM,12:18 PM,12:09 PM,early
678,panynj,AA-3842-MSP-ORD,06:00 AM,06:57 AM,07:30 AM,07:51 AM,late
679,panynj,AA-643-MIA-ORD,07:10 AM,07:31 AM,09:35 AM,09:29 AM,on_time
680,panynj,AA-1007-MIA-PHX,05:09 PM,05:09 PM,07:53 PM,07:53 PM,early
681,panynj,UA-2906-PHL-MCO,03:50 PM,04:46 PM,06:23 PM,06:35 PM,on_time
682,panynj,UA-938-DEN-ORD,04:37 PM,04:37 PM,07:36 PM,07:36 PM,on_time
683,panynj,AA-1221-MCO-ORD,08:00 PM,08:23 PM,09:45 PM,09:49 PM,on_time
684,panynj,CO-16-LAX-EWR,10:37 AM,10:37 AM,06:34 PM,06:34 PM,early
685,panynj,UA-2515-DFW-CLT,07:31 AM,07:31 AM,10:45 AM,10:45 AM,late
686,panynj,AA-400-DFW-JFK,10:40 AM,11:02 AM,02:59 PM,03:04 PM,on_time
687,panynj,UA-664-ORD-PHL,01:33 PM,01:48 PM,04:31 PM,04:23 PM,early
688,panynj,AA-3756-ORD-SLC,12:15 PM,12:42 PM,02:45 PM,02:52 PM,on_time
689,panynj,UA-37-EWR-MCO,02:01 PM,02:01 PM,04:17 PM,04:17 PM,on_time
690,panynj,AA-1522-SFO-ORD,11:55 PM,11:55 PM,05:50 AM,05:50 AM,on_time
691,panynj,UA-233-LAX-JFK,04:25 PM,04:25 PM,12:29 AM,12:29 AM,on_time
692,panynj,AA-3823-LAX-DEN,09:00 PM,09:00 PM,12:15 AM,12:15 AM,on_time
693,panynj,AA-2312-DFW-DTW,08:25 PM,08:25 PM,11:50 PM,11:50 PM,on_time
694,panynj,AA-1165-JFK-MIA,06:59 AM,07:23 AM,10:34 AM,10:04 AM,early
695,panynj,AA-431-MIA-SFO,08:35 AM,08:52 AM,11:50 AM,11:44 AM,early
696,panynj,UA-3373-IAD-PHL,08:37 AM,08:37 AM,09:13 AM,09:13 AM,early
697,panynj,AA-649-ORD-SNA,01:30 PM,01:30 PM,03:50 PM,03:50 PM,on_time
698,panynj,CO-1250-MIA-IAH,03:17 PM,03:17 PM,04:59 PM,04:59 PM,on_time
699,panynj,UA-6273-YYC-SFO,07:41 AM,07:41 AM,08:45 AM,08:45 AM,early
700,panynj,UA-828-SFO-ORD,11:08 PM,11:08 PM,05:11 AM,05:11 AM,on_time
701,panynj,CO-4888-IAH-DAL,05:30 PM,05:30 PM,06:40 PM,06:40 PM,on_time
702,panynj,UA-858-PVG-SFO,01:45 PM,01:45 PM,08:02 AM,08:02 AM,early
703,panynj,UA-2704-DTW-PHX,11:47 AM,11:47 AM,02:02 PM,02:02 PM,late
704,panynj,AA-3063-SLC-LAX,08:40 PM,08:40 PM,09:11 PM,09:11 PM,on_time
705,panynj,UA-2708-EWR-CLT,03:04 PM,03:04 PM,04:24 PM,04:24 PM,early
706,panynj,UA-62-IAH-EWR,02:59 PM,02:59 PM,07:10 PM,07:10 PM,on_time
707,panynj,UA-1500-IAH-GUA,09:43 AM,09:43 AM,12:12 PM,12:12 PM,on_time
708,panynj,AA-3804-PHL-ORD,02:35 PM,02:44 PM,04:05 PM,03:36 PM,early
709,panynj,AA-1917-JFK-MCO,02:55 PM,03:28 PM,05:55 PM,05:34 PM,early
710,panynj,AA-2268-PHX-ORD,07:15 AM,07:23 AM,11:35 AM,11:07 AM,early
711,panynj,AA-4277-CVG-JFK,12:10 PM,12:11 PM,02:15 PM,01:43 PM,early
712,panynj,AA-2957-DFW-CVG,07:55 AM,08:05 AM,11:05 AM,11:00 AM,on_time
713,panynj,UA-37-EDI-EWR,09:05 AM,09:05 AM,12:09 PM,12:09 PM,late
714,panynj,AA-789-ORD-DEN,01:05 PM,01:20 PM,02:35 PM,03:01 PM,late
715,panynj,AA-415-BOS-ORD,08:56 AM,08:56 AM,10:10 AM,10:10 AM,early
716,panynj,AA-85-JFK-SFO,03:05 PM,03:38 PM,06:30 PM,06:43 PM,on_time
717,panynj,AA-3979-CVG-ORD,07:30 AM,08:04 AM,08:00 AM,07:57 AM,on_time
718,panynj,AA-1544-SAN-ORD,11:41 AM,11:41 AM,04:56 PM,04:56 PM,early
719,panynj,AA-3786-IAH-ORD,04:00 PM,04:12 PM,06:40 PM,06:09 PM,early
720,panynj,AA-271-MIA-LAX,11:35 AM,11:52 AM,02:25 PM,02:27 PM,on_time
721,panynj,AA-2525-DFW-MIA,07:25 AM,07:40 AM,11:10 AM,11:06 AM,on_time
722,panynj,CO-50-CLE-EWR,04:02 PM,04:02 PM,05:26 PM,05:26 PM,late
723,panynj,UA-3099-PHX-PHL,11:55 AM,11:55 AM,06:17 PM,06:17 PM,early
724,panynj,AA-4198-ORD-CLE,10:40 AM,10:55 AM,12:55 PM,12:48 PM,early
725,panynj,AA-404-MIA-MCO,06:45 AM,06:58 AM,07:45 AM,07:32 AM,early
726,panynj,CO-45-EWR-MIA,04:00 PM,04:15 PM,07:05 PM,06:36 PM,early
727,panynj,AA-3809-PHX-LAX,06:00 AM,06:11 AM,06:40 AM,06:19 AM,early
728,panynj,AA-59-JFK-SFO,07:10 AM,07:40 AM,10:45 AM,11:12 AM,late
729,panynj,AA-222-LAX-BOS,07:10 AM,07:32 AM,03:30 PM,03:14 PM,early
730,flightexplorer,AA-3859-IAH-ORD,07:16 AM,07:16 AM,09:22 AM,09:22 AM,early
731,flightexplorer,AA-1733-ORD-PHX,07:59 PM,07:59 PM,10:28 PM,10:28 PM,on_time
732,flightexplorer,CO-1586-IAH-MCO,07:41 PM,07:41 PM,10:22 PM,10:22 PM,on_time
733,flightexplorer,UA-397-JFK-SFO,08:47 AM,08:47 AM,11:30 AM,11:30 AM,on_time
734,flightexplorer,UA-3925-IAD-ORF,09:01 AM,09:01 AM,09:39 AM,09:39 AM,early
735,flightexplorer,AA-1640-MIA-MCO,06:30 PM,06:30 PM,07:25 PM,07:25 PM,on_time
736,flightexplorer,AA-1544-SAN-ORD,11:41 AM,11:41 AM,04:54 PM,04:54 PM,early
737,flightexplorer,UA-5487-SFO-MRY,10:53 AM,10:53 AM,11:16 AM,11:16 AM,on_time
738,flightexplorer,AA-204-LAX-MCO,11:25 PM,11:25 PM,06:55 AM,06:55 AM,on_time
739,flightexplorer,UA-414-LAX-SFO,06:09 AM,06:09 AM,07:04 AM,07:04 AM,early
740,flightexplorer,CO-1614-LAX-IAH,12:57 AM,12:57 AM,05:25 AM,05:25 AM,early
741,flightexplorer,AA-3756-ORD-SLC,12:42 PM,12:42 PM,02:50 PM,02:50 PM,on_time
742,flightexplorer,AA-3468-CVG-MIA,07:25 AM,07:25 AM,09:29 AM,09:29 AM,early
743,flightexplorer,AA-484-DFW-MIA,04:30 PM,04:30 PM,07:37 PM,07:37 PM,early
744,flightexplorer,AA-616-DFW-DTW,10:11 AM,10:11 AM,01:19 PM,01:19 PM,late
745,flightexplorer,AA-446-DFW-PHL,12:13 PM,12:13 PM,04:08 PM,04:08 PM,late
746,flightexplorer,CO-1023-IAH-DEN,12:05 PM,12:05 PM,01:06 PM,01:06 PM,on_time
747,flightexplorer,AA-466-IAH-MIA,06:09 AM,06:09 AM,08:50 AM,08:50 AM,early
748,flightexplorer,AA-2957-DFW-CVG,08:05 AM,08:05 AM,10:58 AM,10:58 AM,on_time
749,flightexplorer,AA-1664-MIA-ATL,10:19 AM,10:19 AM,11:50 AM,11:50 AM,early
750,flightexplorer,AA-3979-CVG-ORD,08:04 AM,08:04 AM,07:59 AM,07:59 AM,on_time
751,flightexplorer,AA-1279-DFW-PHX,02:04 PM,02:04 PM,03:13 PM,03:13 PM,late
752,flightexplorer,UA-382-IAD-LAX,12:55 PM,12:55 PM,03:07 PM,03:07 PM,on_time
753,flightexplorer,AA-4344-ORD-DTW,12:14 PM,12:14 PM,01:55 PM,01:55 PM,on_time
754,flightexplorer,UA-257-JFK-SFO,02:41 PM,02:41 PM,05:22 PM,05:22 PM,early
755,flightexplorer,AA-271-MIA-LAX,11:52 AM,11:52 AM,02:21 PM,02:21 PM,on_time
756,flightexplorer,AA-2050-ORD-MIA,11:06 AM,11:06 AM,02:39 PM,02:39 PM,on_time
757,flightexplorer,UA-248-PHX-ORD,01:09 PM,01:09 PM,04:52 PM,04:52 PM,late
758,flightexplorer,AA-4330-CVG-ORD,03:36 PM,03:36 PM,03:26 PM,03:26 PM,early
759,flightexplorer,AA-1434-DFW-MCO,07:22 AM,07:22 AM,10:34 AM,10:34 AM,on_time
760,flightexplorer,AA-4307-ORD-DTW,06:56 PM,06:56 PM,08:38 PM,08:38 PM,early
761,flightexplorer,AA-3-JFK-LAX,12:12 PM,12:12 PM,03:04 PM,03:04 PM,on_time
762,flightexplorer,CO-1193-EWR-MCO,09:56 AM,09:56 AM,12:02 PM,12:02 PM,early
763,flightexplorer,AA-3842-MSP-ORD,06:57 AM,06:57 AM,07:49 AM,07:49 AM,late
764,flightexplorer,AA-643-MIA-ORD,07:31 AM,07:31 AM,09:26 AM,09:26 AM,on_time
765,flightexplorer,AA-1007-MIA-PHX,05:09 PM,05:09 PM,07:43 PM,07:43 PM,early
766,flightexplorer,AA-2525-DFW-MIA,07:40 AM,07:40 AM,10:43 AM,10:43 AM,on_time
767,flightexplorer,UA-938-DEN-ORD,04:35 PM,04:35 PM,07:23 PM,07:23 PM,on_time
768,flightexplorer,AA-1221-MCO-ORD,08:23 PM,08:23 PM,09:47 PM,09:47 PM,on_time
769,flightexplorer,AA-1886-BOS-MIA,10:55 AM,10:55 AM,01:36 PM,01:36 PM,early
770,flightexplorer,UA-664-ORD-PHL,01:46 PM,01:46 PM,04:20 PM,04:20 PM,early
771,flightexplorer,UA-37-EWR-MCO,01:59 PM,01:59 PM,04:05 PM,04:05 PM,on_time
772,flightexplorer,AA-1522-SFO-ORD,11:55 PM,11:55 PM,05:50 AM,05:50 AM,on_time
773,flightexplorer,AA-3823-LAX-DEN,09:00 PM,09:00 PM,12:15 AM,12:15 AM,on_time
774,flightexplorer,AA-2312-DFW-DTW,08:25 PM,08:25 PM,11:50 PM,11:50 PM,on_time
775,flightexplorer,AA-1165-JFK-MIA,07:23 AM,07:23 AM,09:45 AM,09:45 AM,early
776,flightexplorer,AA-431-MIA-SFO,08:52 AM,08:52 AM,11:33 AM,11:33 AM,early
777,flightexplorer,UA-3373-IAD-PHL,08:37 AM,08:37 AM,09:13 AM,09:13 AM,early
778,flightexplorer,AA-649-ORD-SNA,01:30 PM,01:30 PM,03:50 PM,03:50 PM,on_time
779,flightexplorer,UA-828-SFO-ORD,11:34 PM,11:34 PM,05:24 AM,05:24 AM,on_time
780,flightexplorer,CO-4888-IAH-DAL,05:30 PM,05:30 PM,06:40 PM,06:40 PM,on_time
781,flightexplorer,CO-1561-PHX-IAH,08:17 AM,08:17 AM,11:27 AM,11:27 AM,on_time
782,flightexplorer,AA-3804-PHL-ORD,02:44 PM,02:44 PM,03:36 PM,03:36 PM,early
783,flightexplorer,AA-2268-PHX-ORD,07:23 AM,07:23 AM,11:04 AM,11:04 AM,early
784,flightexplorer,UA-233-LAX-JFK,04:25 PM,04:25 PM,12:29 AM,12:29 AM,on_time
785,flightexplorer,UA-6273-YYC-SFO,07:41 AM,07:41 AM,08:33 AM,08:33 AM,early
786,flightexplorer,AA-4277-CVG-JFK,12:11 PM,12:11 PM,01:42 PM,01:42 PM,early
787,flightexplorer,AA-789-ORD-DEN,01:20 PM,01:20 PM,02:49 PM,02:49 PM,late
788,flightexplorer,AA-222-LAX-BOS,07:32 AM,07:32 AM,03:12 PM,03:12 PM,early
789,flightexplorer,AA-4198-ORD-CLE,10:55 AM,10:55 AM,12:37 PM,12:37 PM,early
790,flightexplorer,AA-404-MIA-MCO,06:58 AM,06:58 AM,07:37 AM,07:37 AM,early
791,flightexplorer,AA-3809-PHX-LAX,06:11 AM,06:11 AM,06:13 AM,06:13 AM,early
792,flightexplorer,AA-59-JFK-SFO,07:40 AM,07:40 AM,10:52 AM,10:52 AM,late
793,mia,AA-2050-ORD-MIA,empty,empty,02:45 PM,02:46 PM,on_time
794,mia,AA-1165-JFK-MIA,empty,empty,10:34 AM,10:08 AM,early
795,mia,AA-484-DFW-MIA,empty,empty,07:55 PM,07:39 PM,early
796,mia,AA-466-IAH-MIA,empty,empty,09:20 AM,09:04 AM,early
797,mia,AA-2525-DFW-MIA,empty,empty,11:10 AM,11:06 AM,on_time
798,iad,UA-382-IAD-LAX,12:30 PM,12:30 PM,empty,empty,on_time
799,dfw,AA-1279-DFW-PHX,01:00 PM,empty,empty,empty,late
800,dfw,AA-2312-DFW-DTW,08:25 PM,empty,empty,empty,on_time
801,dfw,AA-446-DFW-PHL,11:50 AM,empty,empty,empty,late
802,dfw,AA-400-DFW-JFK,10:40 AM,empty,empty,empty,on_time
803,dfw,AA-484-DFW-MIA,04:15 PM,empty,empty,empty,early
804,mco,CO-1586-IAH-MCO,empty,empty,Thu  22:15,Thu  22:25,on_time
805,mco,AA-1917-JFK-MCO,empty,empty,Thu  17:55,Thu  17:40,early
806,mco,AA-1640-MIA-MCO,empty,empty,Thu  19:25,Thu  19:33,on_time
807,mco,AA-404-MIA-MCO,empty,empty,Thu  07:45,Thu  07:31,early
808,mco,AA-204-LAX-MCO,empty,empty,Thu  06:55,Thu  06:50,on_time
809,mco,AA-1221-MCO-ORD,Thu  20:00,empty,empty,empty,on_time
810,mco,AA-1434-DFW-MCO,empty,empty,Thu  10:35,Thu  10:28,on_time
811,mco,CO-1193-EWR-MCO,empty,empty,Thu  12:18,Thu  12:18,early
812,flights,AA-3859-IAH-ORD,07:10 AM,07:16 AM,09:40 AM,09:32 AM,early
813,flights,CO-1586-IAH-MCO,empty,07:14 PM,empty,10:29 PM,on_time
814,flights,AA-518-MIA-JFK,06:40 AM,06:54 AM,09:25 AM,09:28 AM,on_time
815,flights,UA-397-JFK-SFO,08:00 AM,08:29 AM,11:55 AM,11:58 AM,on_time
816,flights,UA-3925-IAD-ORF,empty,08:42 AM,empty,09:43 AM,early
817,flights,AA-1733-ORD-PHX,07:45 PM,07:45 PM,10:30 PM,10:30 PM,on_time
818,flights,AA-3-JFK-LAX,12:00 PM,12:11 PM,03:15 PM,03:16 PM,on_time
819,flights,UA-2830-MCO-CLT,03:27 PM,03:28 PM,05:05 PM,05:17 PM,on_time
820,flights,CO-58-DEN-IAH,empty,11:32 AM,empty,03:31 PM,late
