index,beer_name,ounces,abv,ibu,brewery_id,brewery_name,city,state,style
1149,Love Street Summer Seasonal (2014),12,0.047,20,125,Karbach Brewing Company,Houston,TX,Kölsch
1150,Barn Burner Saison,12,0.066,20,125,Karbach Brewing Company,Houston,TX,Saison / Farmhouse Ale
1151,Rodeo Clown Double IPA,12,0.095,85,125,Karbach Brewing Company,Houston,TX,American Double / Imperial IPA
1152,Sympathy for the Lager,12,0.049,45,125,Karbach Brewing Company,Houston,TX,American Amber / Red Lager
1153,Weisse Versa,12,0.052,15,125,Karbach Brewing Company,Houston,TX,Hefeweizen
1154,Hopadillo India Pale Ale,12,0.066,70,125,Karbach Brewing Company,Houston,TX,American IPA
1155,KelSo Nut Brown Lager,12,0.057,19,342,KelSo Beer Company,Brooklyn,NY,Euro Dark Lager
1156,KelSo India Pale Ale,12,0.06,64,342,KelSo Beer Company,Brooklyn,NY,American IPA
1157,KelSo Pilsner,12,0.055,23,342,KelSo Beer Company,Brooklyn,NY,Czech Pilsener
1158,Skilak Scottish Ale,12,0.058,,458,Kenai River Brewing Company,Soldotna,AK,Scottish Ale
1159,Peninsula Brewers Reserve (PBR),12,0.05,15,458,Kenai River Brewing Company,Soldotna,AK,American Blonde Ale
1160,Sunken Island IPA,12,0.068,,458,Kenai River Brewing Company,Soldotna,AK,American IPA
1161,Skilak Scottish Ale (2011),12,0.058,,458,Kenai River Brewing Company,Soldotna,AK,Scottish Ale
1162,Cold Smoke Scotch Ale (2007),16,0.065,11,510,Kettle House Brewing Company,Missoula,MT,Scotch Ale / Wee Heavy
1163,Double Haul IPA (2009),16,0.065,65,510,Kettle House Brewing Company,Missoula,MT,American IPA
1164,Double Haul IPA (2006),16,0.065,65,510,Kettle House Brewing Company,Missoula,MT,American IPA
1165,Eddy Out Pale Ale,16,0.055,50,510,Kettle House Brewing Company,Missoula,MT,American Pale Ale (APA)
1166,Double Haul IPA,16,0.065,65,510,Kettle House Brewing Company,Missoula,MT,American IPA
1167,Cold Smoke Scotch Ale,16,0.065,11,510,Kettle House Brewing Company,Missoula,MT,Scotch Ale / Wee Heavy
1168,U. P. Witbier,12,,,84,Keweenaw Brewing Company,Houghton,MI,Witbier
1169,November Gale Pale Ale,12,,,84,Keweenaw Brewing Company,Houghton,MI,American Pale Ale (APA)
1170,Olde Ore Dock Scottish Ale,12,,,84,Keweenaw Brewing Company,Houghton,MI,Scottish Ale
1171,Widow Maker Black Ale,12,,,84,Keweenaw Brewing Company,Houghton,MI,American Brown Ale
1172,Lift Bridge Brown Ale,12,,,84,Keweenaw Brewing Company,Houghton,MI,American Brown Ale
1173,Pick Axe Blonde Ale,12,,,84,Keweenaw Brewing Company,Houghton,MI,American Blonde Ale
1174,Red Jacket Amber Ale,12,,,84,Keweenaw Brewing Company,Houghton,MI,American Amber / Red Ale
1175,Amber Ale,12,0.051,,102,King Street Brewing Company,Anchorage,AK,American Amber / Red Ale
1176,King Street Pilsner,12,0.055,,102,King Street Brewing Company,Anchorage,AK,Czech Pilsener
1177,King Street IPA,12,0.06,70,102,King Street Brewing Company,Anchorage,AK,American IPA
1178,King Street Hefeweizen,12,0.057,10,102,King Street Brewing Company,Anchorage,AK,Hefeweizen
1179,King Street Blonde Ale,12,0.049,,102,King Street Brewing Company,Anchorage,AK,American Blonde Ale
1180,India Pale Ale,16,0.063,65,87,Kirkwood Station Brewing Company,Kirkwood,MO,American IPA
1181,Blackberry Wheat,16,0.048,11,87,Kirkwood Station Brewing Company,Kirkwood,MO,American Pale Wheat Ale
1182,Longboard Island Lager,24,0.046,18,439,Kona Brewing Company,Kona,HI,American Amber / Red Lager
1183,Longboard Island Lager,16,0.046,18,439,Kona Brewing Company,Kona,HI,American Amber / Red Lager
1184,Longboard Island Lager,12,0.046,18,439,Kona Brewing Company,Kona,HI,American Amber / Red Lager
1185,Longboard Island Lager,12,0.046,18,439,Kona Brewing Company,Kona,HI,American Amber / Red Lager
1186,Choc Beer (2003),12,0.04,9,505,Krebs Brewing Company (Pete's Pl...,Krebs,OK,American Dark Wheat Ale
1187,Bellingham Beer Week 2013 Collaboration,16,0.08,,354,Kulshan Brewery,Bellingham,WA,Belgian Strong Dark Ale
1188,A Slice of Hefen,16,0.054,15,332,La Cumbre Brewing Company,Albuquerque,NM,Hefeweizen
1189,Elevated IPA,16,0.072,100,332,La Cumbre Brewing Company,Albuquerque,NM,American IPA
1190,Rumspringa Golden Bock,12,0.066,30,545,Lancaster Brewing Company,Lancaster,PA,Maibock / Helles Bock
1191,Lancaster German Style Kölsch,12,0.048,28,545,Lancaster Brewing Company,Lancaster,PA,Kölsch
1192,Beach Cruiser,12,0.045,,59,Latitude 42 Brewing Company,Portage,MI,Hefeweizen
1193,I.P. Eh!,12,0.068,,59,Latitude 42 Brewing Company,Portage,MI,American IPA
1194,Schoolhouse Honey,12,0.05,,59,Latitude 42 Brewing Company,Portage,MI,American Amber / Red Ale
1195,10 Degrees of Separation,12,0.055,,59,Latitude 42 Brewing Company,Portage,MI,English Brown Ale
1196,Laughing Dog Cream Ale,12,0.05,12,218,Laughing Dog Brewing Company,Ponderay,ID,Cream Ale
1197,Two-One Niner,12,0.048,9,218,Laughing Dog Brewing Company,Ponderay,ID,American Pilsner
1198,Laughing Dog IPA,12,0.064,66,218,Laughing Dog Brewing Company,Ponderay,ID,American IPA
1199,Madra Allta,12,0.064,95,345,Lavery Brewing Company,Erie,PA,American IPA
1200,Duluchan India Pale Ale,12,0.056,70,345,Lavery Brewing Company,Erie,PA,American IPA
1201,Lazy Monk Bohemian Pilsner,16,0.05,,406,Lazy Monk Brewing,Eau Claire,WI,Czech Pilsener
1202,Yellowstone Golden Ale,12,0.051,,537,Lewis and Clark Brewing Company,Helena,MT,Kölsch
1203,Tumbleweed IPA,12,0.057,,537,Lewis and Clark Brewing Company,Helena,MT,American IPA
1204,Lewis & Clark Amber Ale,12,0.05,,537,Lewis and Clark Brewing Company,Helena,MT,American Amber / Red Ale
1205,Miner's Gold Hefeweizen,12,0.05,,537,Lewis and Clark Brewing Company,Helena,MT,Hefeweizen
1206,Back Country Scottish Ale,12,0.057,,537,Lewis and Clark Brewing Company,Helena,MT,Scottish Ale
1207,Getaway,16,0.052,30,244,Lift Bridge Brewing Company,Stillwater,MN,German Pilsener
1208,Farm Girl Saison,16,0.06,30,244,Lift Bridge Brewing Company,Stillwater,MN,Saison / Farmhouse Ale
1209,Adam's Stout,12,0.058,40,298,Liquid Hero Brewery,York,PA,American Stout
1210,American Hero,12,0.057,42,298,Liquid Hero Brewery,York,PA,American Amber / Red Ale
1211,Schweet Ale,12,0.052,20,298,Liquid Hero Brewery,York,PA,Fruit / Vegetable Beer
1212,Irregardless IPA,12,0.065,75,298,Liquid Hero Brewery,York,PA,American IPA
1213,Peach Pale Ale,12,0.057,40,104,Lone Tree Brewing Company,Lone Tree,CO,American Pale Ale (APA)
1214,Deadeye Jack,12,0.06,,149,Lonerider Brewing Company,Raleigh,NC,American Porter
1215,Pistols at Dawn,16,0.075,,149,Lonerider Brewing Company,Raleigh,NC,American Stout
1216,Peacemaker Pale Ale,12,0.057,47,149,Lonerider Brewing Company,Raleigh,NC,American Pale Ale (APA)
1217,Shotgun Betty,12,0.058,11,149,Lonerider Brewing Company,Raleigh,NC,Hefeweizen
1218,Sweet Josie,12,0.061,30,149,Lonerider Brewing Company,Raleigh,NC,American Brown Ale
1219,Long Trail IPA,12,0.059,42,268,Long Trail Brewing Company,Bridgewater Corners,VT,English India Pale Ale (IPA)
1220,Long Trail Ale,12,0.046,30,268,Long Trail Brewing Company,Bridgewater Corners,VT,American Amber / Red Ale
1221,Double Bag,16,0.072,33,268,Long Trail Brewing Company,Bridgewater Corners,VT,Altbier
1222,Blackbeary Wheat,12,0.04,8,268,Long Trail Brewing Company,Bridgewater Corners,VT,Fruit / Vegetable Beer
1223,Long Trail Ale (1),12,0.046,30,268,Long Trail Brewing Company,Bridgewater Corners,VT,Altbier
1224,Gose,16,0.046,8,41,Lost Nation Brewing,East Fairfield,VT,Gose
1225,Vermont Pilsner,16,0.048,20,41,Lost Nation Brewing,East Fairfield,VT,German Pilsener
1226,Mosaic Single Hop IPA,16,0.055,,41,Lost Nation Brewing,East Fairfield,VT,American IPA
1227,Lost Galaxy,16,0.045,,41,Lost Nation Brewing,East Fairfield,VT,American IPA
1228,Face Plant IPA,12,0.062,65,430,Lost Rhino Brewing Company,Ashburn,VA,American IPA
1229,Rhino Chasers Pilsner,12,0.056,55,430,Lost Rhino Brewing Company,Ashburn,VA,Czech Pilsener
1230,Slow Hand Stout,16,0.052,29,377,Lucette Brewing Company,Menominee,WI,American Stout
1231,Hips Don't Lie,16,0.062,,456,Lucette Brewing Company,Menominie,WI,Hefeweizen
1232,Ride Again Pale Ale,16,0.052,,456,Lucette Brewing Company,Menominie,WI,American Pale Ale (APA)
1233,The Farmer's Daughter,16,0.048,,456,Lucette Brewing Company,Menominie,WI,American Blonde Ale
1234,Pub Ale,12,0.038,18,245,Lucky Town Brewing Company,Jackson,MS,English Dark Mild Ale
1235,Ballistic Blonde,12,0.051,31,245,Lucky Town Brewing Company,Jackson,MS,Belgian Pale Ale
1236,Knotty Pine,12,0.054,,158,Lumberyard Brewing Company,Flagstaff,AZ,American Pale Ale (APA)
1237,Lumberyard Pilsner,12,0.053,20,158,Lumberyard Brewing Company,Flagstaff,AZ,American Pilsner
1238,Lumberyard IPA,12,0.061,,158,Lumberyard Brewing Company,Flagstaff,AZ,American IPA
1239,Lumberyard Red Ale,12,0.058,,158,Lumberyard Brewing Company,Flagstaff,AZ,American Amber / Red Ale
1240,Mac's Highlander Pale Ale (2000),12,0.05,,485,MacTarnahans Brewing Company,Portland,OR,American Pale Ale (APA)
1241,Mac's Scottish Style Amber Ale (2000),12,0.051,32,485,MacTarnahans Brewing Company,Portland,OR,American Amber / Red Ale
1242,Macon Progress Ale,12,0.05,,400,Macon Beer Company,Macon,GA,American Pale Ale (APA)
1243,Macon History Ale,12,0.055,,400,Macon Beer Company,Macon,GA,American Brown Ale
1244,Galaxy High,12,0.099,,91,Madtree Brewing Company,Cincinnati,OH,American Double / Imperial IPA
1245,Sol Drifter,12,0.043,18,91,Madtree Brewing Company,Cincinnati,OH,American Blonde Ale
1246,Thunder Snow,12,0.085,,91,Madtree Brewing Company,Cincinnati,OH,Winter Warmer
1247,The Great Pumpcan,16,0.079,18,91,Madtree Brewing Company,Cincinnati,OH,Fruit / Vegetable Beer
1248,LIFT,12,0.047,11,91,Madtree Brewing Company,Cincinnati,OH,Kölsch
1249,SPRYE,12,0.05,40,91,Madtree Brewing Company,Cincinnati,OH,American Pale Ale (APA)
1250,Psychopathy,12,0.069,70,91,Madtree Brewing Company,Cincinnati,OH,American IPA
1251,Gnarly Brown,12,0.07,32,91,Madtree Brewing Company,Cincinnati,OH,American Brown Ale
1252,Happy Amber,12,0.06,30,91,Madtree Brewing Company,Cincinnati,OH,American Amber / Red Ale
1253,#9,16,0.051,20,303,Magic Hat Brewing Company,South Burlington,VT,Fruit / Vegetable Beer
1254,Elder Betty,12,0.055,13,303,Magic Hat Brewing Company,South Burlington,VT,Hefeweizen
1255,#9,12,0.051,20,303,Magic Hat Brewing Company,South Burlington,VT,Fruit / Vegetable Beer
1256,High Country Pilsner (Current),12,0.042,,534,Mammoth Brewing Company,Mammoth Lakes,CA,German Pilsener
1257,Epic IPA,12,0.065,,534,Mammoth Brewing Company,Mammoth Lakes,CA,American IPA
1258,Golden Trout Pilsner,12,0.042,,534,Mammoth Brewing Company,Mammoth Lakes,CA,German Pilsener
1259,Real McCoy Amber Ale (Current),12,0.045,,534,Mammoth Brewing Company,Mammoth Lakes,CA,American Amber / Red Ale
1260,Festivus (1),12,0.072,,356,Manayunk Brewing Company,Philadelphia,PA,Winter Warmer
1261,Manayunk Oktoberfest,12,0.067,,356,Manayunk Brewing Company,Philadelphia,PA,Märzen / Oktoberfest
1262,Belgian Style Session Ale,12,0.045,21,356,Manayunk Brewing Company,Philadelphia,PA,Belgian Pale Ale
1263,Manayunk IPA,12,0.055,,356,Manayunk Brewing Company,Philadelphia,PA,American IPA
1264,Yunkin' Punkin',12,0.055,,356,Manayunk Brewing Company,Philadelphia,PA,Pumpkin Ale
1265,Summer Paradise,12,0.05,18,356,Manayunk Brewing Company,Philadelphia,PA,American Pale Wheat Ale
1266,Monk from the 'Yunk,12,0.09,30,356,Manayunk Brewing Company,Philadelphia,PA,Tripel
1267,Schuylkill Punch,12,0.06,14,356,Manayunk Brewing Company,Philadelphia,PA,Fruit / Vegetable Beer
1268,Dreamin' Double IPA,12,0.085,85,356,Manayunk Brewing Company,Philadelphia,PA,American Double / Imperial IPA
1269,Chaotic Double IPA,12,0.099,93,346,Manzanita Brewing Company,Santee,CA,American Double / Imperial IPA
1270,Manzanita IPA,12,0.08,88,346,Manzanita Brewing Company,Santee,CA,American IPA
1271,Riverwalk Blonde Ale,12,0.06,25,346,Manzanita Brewing Company,Santee,CA,American Blonde Ale
1272,Gillespie Brown Ale,12,0.095,49,346,Manzanita Brewing Company,Santee,CA,American Brown Ale
1273,Manzanita Pale Ale,12,0.066,44,346,Manzanita Brewing Company,Santee,CA,American Pale Ale (APA)
1274,Marble Pilsner,12,0.047,,443,Marble Brewery,Albuquerque,NM,German Pilsener
1275,Marble India Pale Ale,12,0.062,,443,Marble Brewery,Albuquerque,NM,American IPA
1276,Toughcats IPA,16,0.072,,317,Marshall Wharf Brewing Company,Belfast,ME,American IPA
1277,Tug Pale Ale,16,0.05,,317,Marshall Wharf Brewing Company,Belfast,ME,American Pale Ale (APA)
1278,Sexy Chaos,16,0.099,,317,Marshall Wharf Brewing Company,Belfast,ME,Russian Imperial Stout
1279,Ace Hole American Pale Ale,16,0.063,,317,Marshall Wharf Brewing Company,Belfast,ME,American Pale Ale (APA)
1280,Cant Dog Imperial Pale Ale,16,0.097,,317,Marshall Wharf Brewing Company,Belfast,ME,American Double / Imperial IPA
1281,River House,16,0.05,20,161,Martin House Brewing Company,Fort Worth,TX,Saison / Farmhouse Ale
1282,Pretzel Stout,16,0.065,47,161,Martin House Brewing Company,Fort Worth,TX,American Stout
1283,Rubberneck Red,16,0.05,35,161,Martin House Brewing Company,Fort Worth,TX,American Amber / Red Ale
1284,The Imperial Texan,16,0.08,,161,Martin House Brewing Company,Fort Worth,TX,American Double / Imperial IPA
1285,The Imperial Texan,12,0.08,,161,Martin House Brewing Company,Fort Worth,TX,American Double / Imperial IPA
1286,Day Break 4-Grain Breakfast Beer,16,0.05,,161,Martin House Brewing Company,Fort Worth,TX,Rye Beer
1287,River House Saison,12,0.05,,161,Martin House Brewing Company,Fort Worth,TX,Saison / Farmhouse Ale
1288,There Will Be Stout,12,0.065,,161,Martin House Brewing Company,Fort Worth,TX,American Stout
1289,Our Legacy IPA,12,0.065,60,299,Matt Brewing Company,Utica,NY,American IPA
1290,Saranac Shandy,12,0.042,,299,Matt Brewing Company,Utica,NY,Shandy
1291,Our Legacy IPA,16,0.065,60,299,Matt Brewing Company,Utica,NY,American IPA
1292,Saranac Golden Pilsener (2003),12,0.051,,299,Matt Brewing Company,Utica,NY,German Pilsener
1293,Saranac Adirondack Light (2002),12,0.045,,299,Matt Brewing Company,Utica,NY,Light Lager
1294,DAX Light (1998),12,0.045,,299,Matt Brewing Company,Utica,NY,Light Lager
1295,Saranac Traditional Lager (2000),12,0.048,,299,Matt Brewing Company,Utica,NY,American Pale Lager
1296,Pomegranate Wheat (2008),12,0.047,,299,Matt Brewing Company,Utica,NY,Fruit / Vegetable Beer
1297,Blueberry Blonde Ale,12,0.05,12,299,Matt Brewing Company,Utica,NY,American Blonde Ale
1298,Saranac White IPA,12,0.06,,299,Matt Brewing Company,Utica,NY,American IPA
1299,Saranac Summer Ale (2011),12,0.047,,299,Matt Brewing Company,Utica,NY,American Pale Wheat Ale
1300,Saranac Pale Ale (12 oz.),12,0.055,,299,Matt Brewing Company,Utica,NY,English Pale Ale
1301,Saranac Pale Ale (16 oz.),16,0.055,,299,Matt Brewing Company,Utica,NY,English Pale Ale
1302,Lahaina Town Brown,12,0.051,20,375,Maui Brewing Company,Lahaina,HI,American Brown Ale
1303,Pau Hana Pilsner,12,0.055,,375,Maui Brewing Company,Lahaina,HI,Czech Pilsener
1304,Lemongrass Saison,12,0.05,,375,Maui Brewing Company,Lahaina,HI,Saison / Farmhouse Ale
1305,Aloha B’ak’tun,12,0.07,,375,Maui Brewing Company,Lahaina,HI,Belgian Strong Dark Ale
1306,Liquid Breadfruit,12,0.082,,375,Maui Brewing Company,Lahaina,HI,Fruit / Vegetable Beer
1307,Sobrehumano Palena'ole,12,0.06,24,375,Maui Brewing Company,Lahaina,HI,American Amber / Red Ale
1308,La Perouse White,12,0.05,12,375,Maui Brewing Company,Lahaina,HI,Witbier
1309,Flyin' HI.P.Hay,12,0.068,68,375,Maui Brewing Company,Lahaina,HI,American IPA
1310,Mana Wheat,12,0.055,15,375,Maui Brewing Company,Lahaina,HI,American Pale Wheat Ale
1311,Bikini Blonde Lager,12,0.045,18,375,Maui Brewing Company,Lahaina,HI,Munich Helles Lager
1312,CoCoNut Porter,12,0.057,30,375,Maui Brewing Company,Lahaina,HI,American Porter
1313,Big Swell IPA,12,0.062,65,375,Maui Brewing Company,Lahaina,HI,American IPA
1314,Pit Stop Chocolate Porter,12,0.037,34,448,Mavericks Beer Company,Half Moon Bay,CA,American Porter
1315,Pace Setter Belgian Style Wit,12,0.037,21,448,Mavericks Beer Company,Half Moon Bay,CA,Witbier
1316,Back in the Saddle Rye Pale Ale,12,0.037,53,448,Mavericks Beer Company,Half Moon Bay,CA,American Pale Ale (APA)
1317,Bushwhacker Cider,16,0.069,,254,Meckley's Cidery,Somerset Center,MI,Cider
1318,Weim-R-Iner,16,0.069,,254,Meckley's Cidery,Somerset Center,MI,Cider
1319,Cherry Bomb,16,0.069,,254,Meckley's Cidery,Somerset Center,MI,Cider
1320,Tsunami IPA,19.2,0.072,75,203,Mehana Brewing Co.,Hilo,HI,American IPA
1321,Tsunami IPA,12,0.072,75,203,Mehana Brewing Co.,Hilo,HI,American IPA
1322,Humpback Blonde Ale,12,0.042,22,203,Mehana Brewing Co.,Hilo,HI,American Blonde Ale
1323,Hawaiian Crow Porter,12,0.052,27,203,Mehana Brewing Co.,Hilo,HI,American Porter
1324,Volcano Red Ale,12,0.052,23,203,Mehana Brewing Co.,Hilo,HI,American Amber / Red Ale
1325,Mauna Kea Pale Ale,12,0.054,42,203,Mehana Brewing Co.,Hilo,HI,American Pale Ale (APA)
1326,Shark Bait,12,0.053,11,393,Miami Brewing Company,Miami,FL,Fruit / Vegetable Beer
1327,Gator Tail Brown Ale,12,0.053,30,393,Miami Brewing Company,Miami,FL,American Brown Ale
1328,Miami Vice IPA,12,0.071,62,393,Miami Brewing Company,Miami,FL,American IPA
1329,Big Rod Coconut Ale,12,0.053,16,393,Miami Brewing Company,Miami,FL,American Blonde Ale
1330,Mickey Finn's Amber Ale,12,0.056,,552,Mickey Finn's Brewery,Libertyville,IL,American Amber / Red Ale
1331,Pleasure Town,12,0.063,61,223,Midnight Sun Brewing Company,Anchorage,AK,American IPA
1332,Pleasure Town IPA,12,0.063,61,223,Midnight Sun Brewing Company,Anchorage,AK,American IPA
1333,Snowshoe White Ale,12,0.048,12,223,Midnight Sun Brewing Company,Anchorage,AK,Witbier
1334,Kodiak Brown Ale,12,0.05,24,223,Midnight Sun Brewing Company,Anchorage,AK,American Brown Ale
1335,Sockeye Red IPA,12,0.057,70,223,Midnight Sun Brewing Company,Anchorage,AK,American IPA
1336,Habitus (2014),16,0.08,100,3,Mike Hess Brewing Company,San Diego,CA,American Double / Imperial IPA
1337,Solis,16,0.075,85,3,Mike Hess Brewing Company,San Diego,CA,American IPA
1338,Jucundus,16,0.06,24,3,Mike Hess Brewing Company,San Diego,CA,Wheat Ale
1339,Habitus,16,0.08,100,3,Mike Hess Brewing Company,San Diego,CA,American Double / Imperial IPA
1340,Grazias,16,0.063,30,3,Mike Hess Brewing Company,San Diego,CA,Cream Ale
1341,Claritas,16,0.058,28,3,Mike Hess Brewing Company,San Diego,CA,Kölsch
1342,Vinyl Frontier,24,0.083,,65,Mikerphone Brewing,Chicago,IL,American Double / Imperial IPA
1343,Disco Superfly,24,0.08,,65,Mikerphone Brewing,Chicago,IL,American IPA
1344,Misty Mountain Hop,24,0.075,,65,Mikerphone Brewing,Chicago,IL,American IPA
1345,One-Hit Wonderful,24,0.075,,65,Mikerphone Brewing,Chicago,IL,Belgian IPA
1346,En Parfaite Harmonie,24,0.065,,65,Mikerphone Brewing,Chicago,IL,Saison / Farmhouse Ale
1347,Daft Funk,24,0.043,8,65,Mikerphone Brewing,Chicago,IL,Berliner Weissbier
1348,Love In An Ellavator,24,0.075,,65,Mikerphone Brewing,Chicago,IL,American IPA
1349,Spin Doctor,24,0.053,,65,Mikerphone Brewing,Chicago,IL,American Pale Ale (APA)
1350,Keeper (Current),12,0.05,,363,Mikkeller,Pottstown,PA,American Pilsner
1351,Better Half,12,0.068,,363,Mikkeller,Pottstown,PA,American IPA
1352,SNO White Ale,16,0.048,,440,MillKing It Productions,Royal Oak,MI,Witbier
1353,BRIK Irish Red Ale,16,0.048,,440,MillKing It Productions,Royal Oak,MI,Irish Red Ale
1354,AXL Pale Ale,16,,,440,MillKing It Productions,Royal Oak,MI,American Pale Ale (APA)
1355,Hop Freak,16,0.087,80,284,Milwaukee Brewing Company,Milwaukee,WI,American Double / Imperial IPA
1356,Louie's Demise Amber Ale,16,0.051,24,284,Milwaukee Brewing Company,Milwaukee,WI,American Amber / Red Ale
1357,Hop Happy,16,0.075,51,284,Milwaukee Brewing Company,Milwaukee,WI,American IPA
1358,Booyah Farmhouse Ale,16,0.065,20,284,Milwaukee Brewing Company,Milwaukee,WI,Saison / Farmhouse Ale
1359,O-Gii,16,0.092,,284,Milwaukee Brewing Company,Milwaukee,WI,Witbier
1360,Flaming Damsel Lager (2010),16,0.048,18,284,Milwaukee Brewing Company,Milwaukee,WI,Vienna Lager
1361,Louie’s Demise Immort-Ale (2010),16,0.051,24,284,Milwaukee Brewing Company,Milwaukee,WI,American Amber / Red Ale
1362,Axe Head Malt Liquor,24,0.099,,134,Minhas Craft Brewery,Monroe,WI,American Malt Liquor
1363,Huber Bock (2014),16,0.054,,134,Minhas Craft Brewery,Monroe,WI,Bock
1364,Minhas Light (2012),12,0.04,,134,Minhas Craft Brewery,Monroe,WI,Light Lager
1365,Huber,12,0.05,,134,Minhas Craft Brewery,Monroe,WI,American Pale Lager
1366,Clear Creek Ice,16,0.062,,134,Minhas Craft Brewery,Monroe,WI,American Pale Lager
1367,Clear Creek Ice,12,0.062,,134,Minhas Craft Brewery,Monroe,WI,American Pale Lager
1368,Mountain Crest,16,0.055,,134,Minhas Craft Brewery,Monroe,WI,American Pale Lager
1369,Mountain Crest,12,0.055,,134,Minhas Craft Brewery,Monroe,WI,American Pale Lager
1370,Mountain Creek (2013),12,0.055,,134,Minhas Craft Brewery,Monroe,WI,American Pale Lager
1371,Boxer,24,0.05,,134,Minhas Craft Brewery,Monroe,WI,American Adjunct Lager
1372,Boxer Light,12,0.042,,134,Minhas Craft Brewery,Monroe,WI,Light Lager
1373,Boxer Ice,12,0.055,,134,Minhas Craft Brewery,Monroe,WI,American Adjunct Lager
1374,Boxer,12,0.05,,134,Minhas Craft Brewery,Monroe,WI,American Adjunct Lager
1375,Cortez Gold,32,0.05,,98,Mission Brewery,San Diego,CA,Belgian Pale Ale
1376,Mission IPA,32,0.068,66,98,Mission Brewery,San Diego,CA,American IPA
1377,El Conquistador Extra Pale Ale,32,0.048,44,98,Mission Brewery,San Diego,CA,American Pale Ale (APA)
1378,Shipwrecked Double IPA,32,0.092,75,98,Mission Brewery,San Diego,CA,American Double / Imperial IPA
1379,Squeaky Bike Nut Brown Ale,16,0.04,,399,Moab Brewery,Moab,UT,American Brown Ale
1380,Dead Horse Amber,16,0.04,,399,Moab Brewery,Moab,UT,American Pale Wheat Ale
1381,Rocket Bike American Lager,16,0.04,,399,Moab Brewery,Moab,UT,California Common / Steam Beer
1382,Johnny's American IPA,16,0.04,,399,Moab Brewery,Moab,UT,American IPA
1383,Boneshaker Brown Ale,24,0.055,,547,Moat Mountain Smoke House & Brew...,North Conway,NH,English Brown Ale
1384,Iron Mike Pale Ale,24,0.056,,547,Moat Mountain Smoke House & Brew...,North Conway,NH,American Pale Ale (APA)
1385,Monkadelic,12,0.042,,189,Modern Monks Brewery,Lincoln,NE,American Pale Ale (APA)
1386,City of the Sun,16,0.075,85,209,Modern Times Beer,San Diego,CA,American IPA
1387,Booming Rollers,16,0.068,75,209,Modern Times Beer,San Diego,CA,American IPA
1388,Oneida,16,0.052,50,209,Modern Times Beer,San Diego,CA,American Pale Ale (APA)
1389,Aurora,16,0.067,75,209,Modern Times Beer,San Diego,CA,American Amber / Red Ale
1390,Lomaland,16,0.055,30,209,Modern Times Beer,San Diego,CA,Saison / Farmhouse Ale
1391,Fortunate Islands,16,0.047,46,209,Modern Times Beer,San Diego,CA,American Pale Wheat Ale
1392,Black House,16,0.058,40,209,Modern Times Beer,San Diego,CA,American Stout
1393,Blazing World,16,0.065,115,209,Modern Times Beer,San Diego,CA,American Amber / Red Ale
1394,Wapiti Amber Ale,12,0.05,,549,Mogollon Brewing Company,Flagstaff,AZ,American Amber / Red Ale
1395,Sweet Georgia Brown,16,0.054,,514,Monkey Paw Pub & Brewery,San Diego,CA,American Brown Ale
1396,Rich Man's IIPA,16,0.087,,514,Monkey Paw Pub & Brewery,San Diego,CA,American Double / Imperial IPA
1397,Monkey Paw Oatmeal Pale Ale,16,0.058,,514,Monkey Paw Pub & Brewery,San Diego,CA,American Pale Ale (APA)
1398,Montauk Summer Ale,12,0.056,28,276,Montauk Brewing Company,Montauk,NY,American Blonde Ale
1399,Driftwood Ale,12,0.06,49,276,Montauk Brewing Company,Montauk,NY,Extra Special / Strong Bitter (ESB)
1400,When Helles Freezes Over,12,0.056,18,326,Morgan Street Brewery,Saint Louis,MO,Munich Helles Lager
1401,Morgan Street Oktoberfest,12,0.049,24,326,Morgan Street Brewery,Saint Louis,MO,Märzen / Oktoberfest
1402,Honey Wheat,12,0.047,14,326,Morgan Street Brewery,Saint Louis,MO,American Pale Wheat Ale
1403,Black Bear Dark Lager,12,0.046,24,326,Morgan Street Brewery,Saint Louis,MO,Schwarzbier
1404,Golden Pilsner,12,0.05,35,326,Morgan Street Brewery,Saint Louis,MO,German Pilsener
1405,Cali Creamin',12,0.052,21,111,Mother Earth Brew Company,Vista,CA,Cream Ale
1406,Second Wind Pale Ale,12,0.05,,540,Mother Earth Brewing Company,Kinston,NC,American Pale Ale (APA)
1407,Sunny Haze,12,0.05,,540,Mother Earth Brewing Company,Kinston,NC,Hefeweizen
1408,Towhead,12,0.052,21,188,Mother's Brewing,Springfield,MO,American Blonde Ale
1409,Lil' Helper,12,0.07,70,188,Mother's Brewing,Springfield,MO,American IPA
1410,Train Wreck,16,0.082,,260,Mountain Town Brewing Company,Mount Pleasant,MI,American Amber / Red Ale
1411,Full Moon Belgian White Ale,12,0.085,,507,Mudshark Brewing Company,Lake Havasu City,AZ,Witbier
1412,Desert Magic IPA,12,0.072,,507,Mudshark Brewing Company,Lake Havasu City,AZ,American IPA
1413,Up River Light,12,0.042,,507,Mudshark Brewing Company,Lake Havasu City,AZ,Light Lager
1414,Full Moon Belgian White Ale (2007),12,0.085,,507,Mudshark Brewing Company,Lake Havasu City,AZ,Witbier
1415,Dry Heat Hefeweizen (2006),12,0.055,,507,Mudshark Brewing Company,Lake Havasu City,AZ,Hefeweizen
1416,Mustang Sixty-Six,12,0.05,,366,Mustang Brewing Company,Mustang,OK,American Amber / Red Lager
